produk_id_produk,produk_id_kategori,produk_kode_produk,produk_nama_produk,produk_merk,produk_harga_beli,produk_diskon,produk_harga_jual,produk_stok,produk_expired_date,produk_batch,produk_created_at,produk_updated_at,rekaman_id_rekaman_stok,rekaman_id_produk,rekaman_waktu,rekaman_stok_masuk,rekaman_stok_keluar,rekaman_created_at,rekaman_updated_at,rekaman_id_penjualan,rekaman_id_pembelian,rekaman_stok_awal,rekaman_stok_sisa,rekaman_keterangan
359,5,,HUFAGRIP  FORTE TAB,HUFAGRIP FORTE TAB,440,0,600,120,2027-07-08,L100725,2024-01-04 16:01:31,2025-12-31 21:54:53,175376,359,2025-12-31 21:54:53,0,50,2025-12-31 21:54:53,2025-12-31 21:54:53,,,170,120,Perubahan Stok Manual: SO
360,1,,HUFAGRIP TMP SYR,HUFAGRIP TMP SYR,14072,0,16500,0,2026-10-10,,2024-01-04 16:01:31,2025-09-01 10:48:35,,,,,,,,,,,,
361,1,,HUFAMAG SYR,HUFAMAG SYR,6500,0,9500,0,,,2024-01-04 16:01:31,2024-01-04 16:01:31,,,,,,,,,,,,
362,5,,HUFAMAG TAB,HUFAMAG TAB,330,0,450,140,2028-08-02,L501915,2024-01-04 16:01:31,2026-01-01 00:24:24,,,,,,,,,,,,
363,6,,HYDROCORTISON,HYDROCORTISON,3185,0,5000,3,2027-02-10,B50342W,2024-01-04 16:01:31,2026-01-01 00:47:55,,,,,,,,,,,,
364,2,,HYPAFIX 1m,HYPAFIX 1m,22513,0,26000,0,2029-07-12,44621230,2024-01-04 16:01:31,2025-12-31 20:08:10,175192,364,2025-12-31 20:08:10,0,1,2025-12-31 20:08:10,2025-12-31 20:08:10,,,1,0,Perubahan Stok Manual: SO
365,5,,HYSTIGO,HYSTIGO,465,0,600,120,2027-09-26,JC03R,2024-01-04 16:01:31,2026-01-01 00:25:11,,,,,,,,,,,,
366,5,,IBUPROFEN,IBUPROFEN,233,0,350,310,2027-11-02,251134134,2024-01-04 16:01:31,2025-12-31 23:41:20,175551,366,2025-12-31 23:41:20,120,0,2025-12-31 23:41:20,2025-12-31 23:41:20,,,190,310,Perubahan Stok Manual: SO
367,6,,ICHTIYOL,ICHTIYOL,5439,0,8000,14,2030-09-08,25111034,2024-01-04 16:01:31,2025-12-26 02:38:25,,,,,,,,,,,,
369,4,,IMBOOST FORCE,IMBOOST FORCE,65638,0,79000,2,2028-01-07,24M0048,2024-01-04 16:01:31,2025-12-31 21:34:17,175353,369,2025-12-31 21:34:17,0,1,2025-12-31 21:34:17,2025-12-31 21:34:17,,,3,2,Perubahan Stok Manual: SO
370,1,,IMBOOST KIDS,IMBOOST KIDS,35325,0,42000,2,2027-05-10,25C0043,2024-01-04 16:01:31,2025-11-30 03:07:55,,,,,,,,,,,,
371,5,,IMODIUM,IMODIUM,8419,0,10000,72,2027-09-24,4J7461,2024-01-04 16:01:31,2026-01-01 00:29:33,,,,,,,,,,,,
372,5,,IMUNOS,IMUNOS,8000,0,12000,7,,,2024-01-04 16:01:31,2025-12-31 21:37:21,175355,372,2025-12-31 21:37:21,7,0,2025-12-31 21:37:21,2025-12-31 21:37:21,,,0,7,Perubahan Stok Manual: SO
373,1,,IMUNOS SYR,IMUNOS SYR,73815,0,91000,0,2026-11-03,,2024-01-04 16:01:31,2025-12-28 01:41:19,,,,,,,,,,,,
374,5,,INAMID,INAMID,208,0,300,50,2028-06-10,5040012,2024-01-04 16:01:31,2026-01-01 00:28:34,,,,,,,,,,,,
375,5,,INCIDAL,INCIDAL,3805,0,5000,34,2028-03-08,5132006,2024-01-04 16:01:31,2025-12-31 21:29:05,175341,375,2025-12-31 21:29:05,0,11,2025-12-31 21:29:05,2025-12-31 21:29:05,,,45,34,Perubahan Stok Manual: SO
376,5,,INFALGIN,INFALGIN,303,0,450,70,2026-07-07,BCO180,2024-01-04 16:01:31,2026-01-01 00:25:32,,,,,,,,,,,,
377,1,,INSTO,INSTO,13493,0,16000,7,2029-09-06,2549041,2024-01-04 16:01:31,2025-12-31 22:35:07,175442,377,2025-12-31 22:35:07,2,0,2025-12-31 22:35:07,2025-12-31 22:35:07,,,5,7,Perubahan Stok Manual: SO
378,1,,INSTO DRY EYES,,14209,0,17500,4,2028-05-07,2538004,2024-01-04 16:01:31,2025-12-31 22:35:54,175444,378,2025-12-31 22:35:54,0,2,2025-12-31 22:35:54,2025-12-31 22:35:54,,,6,4,Perubahan Stok Manual: SO
379,5,,INTERHISTIN,INTERHISTIN,792,0,950,60,2029-08-08,412N013,2024-01-04 16:01:31,2026-01-01 00:25:48,,,,,,,,,,,,
380,4,,INTUNAL F,INTUNAL F,2518,0,3500,23,2029-01-05,A5A886,2024-01-04 16:01:31,2025-12-26 02:26:22,,,,,,,,,,,,
381,5,,ISDN,ISDN,114,0,200,210,2026-02-02,,2024-01-04 16:01:31,2026-01-01 00:12:34,,,,,,,,,,,,
382,1,,ITRAMOL SYR,ITRAMOL SYR,5330,0,7000,5,2028-01-01,,2024-01-04 16:01:31,2025-12-31 18:51:59,175041,382,2025-12-31 18:51:59,5,0,2025-12-31 18:51:59,2025-12-31 18:51:59,,,0,5,Perubahan Stok Manual: SO
383,2,,JF SULFUR KUNING,JF SULFUR KUNING,12101,0,14000,0,2029-06-19,F25007,2024-01-04 16:01:31,2025-12-31 20:49:25,175254,383,2025-12-31 20:49:25,0,1,2025-12-31 20:49:25,2025-12-31 20:49:25,,,2,1,Perubahan Stok Manual: SO
384,2,,JF SULFUR ORANGE,JF SULFUR ORANGE,12161,0,14000,2,2029-04-04,D25038,2024-01-04 16:01:31,2025-12-31 20:49:07,175253,384,2025-12-31 20:49:07,1,0,2025-12-31 20:49:07,2025-12-31 20:49:07,,,1,2,Perubahan Stok Manual: SO
385,5,,KADITIC,KADITIC,277,0,450,370,2027-10-03,EA098,2024-01-04 16:01:31,2026-01-01 00:28:10,,,,,,,,,,,,
386,2,,KAKAK TUA,KAKAK TUA,11602,0,14000,3,2028-04-06,1601,2024-01-04 16:01:31,2026-01-02 02:14:44,175335,386,2025-12-31 21:26:43,1,0,2025-12-31 21:26:43,2025-12-31 21:26:43,,,0,1,Perubahan Stok Manual: SO
387,6,,KALCINOL N CREAM,KALCINOL N CREAM,8882,0,11500,0,,,2024-01-04 16:01:31,2024-01-04 16:01:31,,,,,,,,,,,,
388,5,,KALMETASON,KALMETASON,105,0,200,220,2027-07-06,ED54076,2024-01-04 16:01:31,2026-01-01 00:29:19,,,,,,,,,,,,
389,6,,KALPANAX CREAM,KALPANAX CREAM,14900,0,17500,12,2027-05-06,53889,2024-01-04 16:01:31,2026-01-01 00:47:37,,,,,,,,,,,,
390,2,,KANNA K,KANNA,7713,0,9500,2,2027-06-06,,2024-01-04 16:01:31,2025-12-31 20:45:01,175249,390,2025-12-31 20:45:01,2,0,2025-12-31 20:45:01,2025-12-31 20:45:01,,,0,2,Perubahan Stok Manual: SO
391,2,,KANA WHITE,KANA WHITE,7500,0,11000,0,2026-05-12,,2024-01-04 16:01:31,2025-07-04 13:52:56,,,,,,,,,,,,
392,1,,KANDISTATIN,KANDISTATIN,40897,0,53000,3,2027-04-07,630402,2024-01-04 16:01:31,2025-12-31 22:29:38,175431,392,2025-12-31 22:29:38,1,0,2025-12-31 22:29:38,2025-12-31 22:29:38,,,2,3,Perubahan Stok Manual: SO
393,1,,KAOTIN SYR,KAOTIN SYR,7078,0,10500,1,2025-12-12,,2024-01-04 16:01:31,2025-12-31 18:48:41,175038,393,2025-12-31 18:48:41,1,0,2025-12-31 18:48:41,2025-12-31 18:48:41,,,0,1,Perubahan Stok Manual: SO
394,2,,KAPAS GULUNG 25g,KAPAS GULUNG 25g,1776,0,2500,2,2030-05-06,20062588,2024-01-04 16:01:31,2025-12-10 00:31:21,,,,,,,,,,,,
395,2,,KAPAS GULUNG 50g,KAPAS GULUNG 50g,3640,0,6000,2,2030-05-03,3062588,2024-01-04 16:01:31,2025-12-17 16:03:04,,,,,,,,,,,,
396,2,,KAPSIDA,KAPSIDA,14820,0,18000,4,2030-05-07,2M50530,2024-01-04 16:01:31,2025-12-31 19:44:15,175137,396,2025-12-31 19:44:15,0,3,2025-12-31 19:44:15,2025-12-31 19:44:15,,,8,5,Perubahan Stok Manual: SO
397,2,,KASSA  STERIL HUSADA,KASSA STERIL HUSADA,9365,0,12000,19,0020-05-05,220525,2024-01-04 16:01:31,2025-12-17 17:50:17,,,,,,,,,,,,
398,2,,ORALIT,,433,0,1000,63,2028-04-08,PO4032BE,2024-01-04 16:01:31,2025-12-31 20:58:11,175277,398,2025-12-31 20:58:11,0,3,2025-12-31 20:58:11,2025-12-31 20:58:11,,,66,63,Perubahan Stok Manual: SO
399,4,,KEJIBELING PLUS GINGSENG,KEJIBELING PLUS GINGSENG,5150,0,7000,2,2030-05-08,KBY05006,2024-01-04 16:01:31,2025-12-31 20:57:51,175276,399,2025-12-31 20:57:51,0,1,2025-12-31 20:57:51,2025-12-31 20:57:51,,,4,3,Perubahan Stok Manual: SO
400,6,,KETOCONAZOLE CR DEXA,KETOCONAZOLE CR DEXA,5509,0,7500,7,2027-12-09,4751423,2024-01-04 16:01:31,2026-01-01 00:48:09,,,,,,,,,,,,
402,5,,KETOCONAZOLE TAB,KETOCONAZOLE TAB,431,0,600,600,2028-11-15,251108103,2024-01-04 16:01:31,2026-01-03 00:56:45,,,,,,,,,,,,
403,5,,KETOPROFEN,KETOPROFEN,1181,0,2000,30,2026-11-06,,2024-01-04 16:01:31,2026-01-01 00:14:33,,,,,,,,,,,,
404,6,,KLODERMA COKLAT,KLODERMA COKLAT,38213,0,44000,2,2028-03-11,R0S02A2,2024-01-04 16:01:31,2025-07-29 11:34:38,,,,,,,,,,,,
405,2,,MEDICREPE 4'',,10656,0,19000,5,2030-10-12,CMPE1001,2024-01-04 16:01:31,2025-12-31 20:08:48,175194,405,2025-12-31 20:08:48,0,3,2025-12-31 20:08:48,2025-12-31 20:08:48,,,8,5,Perubahan Stok Manual: SO
406,2,,KOMIX ALL VAR,KOMIX ALL VAR,1426,0,2000,141,2027-03-08,HC653,2024-01-04 16:01:31,2025-12-31 19:46:25,175140,406,2025-12-31 19:46:25,0,52,2025-12-31 19:46:25,2025-12-31 19:46:25,,,193,141,Perubahan Stok Manual: SO
407,2,,KOMIX HERBAL,KOMIX HERBAL,2554,0,3000,9,2027-04-07,110791,2024-01-04 16:01:31,2025-12-31 19:41:30,175130,407,2025-12-31 19:41:30,0,1,2025-12-31 19:41:30,2025-12-31 19:41:30,,,10,9,Perubahan Stok Manual: SO
408,3,,KOMIX KID ALL,KOMIX KID ALL,1019,0,1500,64,2027-09-07,HJ151,2024-01-04 16:01:31,2025-12-31 19:42:11,175132,408,2025-12-31 19:42:11,11,0,2025-12-31 19:42:11,2025-12-31 19:42:11,,,53,64,Perubahan Stok Manual: SO
409,4,,KONIDIN,KONIDIN,2307,0,3000,10,2028-05-25,E25A23,2024-01-04 16:01:31,2025-12-31 21:16:16,175311,409,2025-12-31 21:16:16,0,9,2025-12-31 21:16:16,2025-12-31 21:16:16,,,19,10,Perubahan Stok Manual: SO
410,3,,KONIDIN OBH,KONIDIN OBH,879,0,1500,30,2027-12-08,L25A15,2024-01-04 16:01:31,2026-01-02 03:02:32,175227,410,2025-12-31 20:20:59,1,0,2025-12-31 20:20:59,2025-12-31 20:20:59,,,0,1,Perubahan Stok Manual: SO
411,3,,KONIDIN PERMEN,KONIDIN PERMEN,3441,0,4500,28,2027-09-04,120925,2024-01-04 16:01:31,2025-12-02 23:36:09,,,,,,,,,,,,
412,2,,KOOLFEVER ANAK,KOOLFEVER ANAK,6208,0,8000,11,2028-03-05,,2024-01-04 16:01:31,2025-12-24 21:24:04,,,,,,,,,,,,
413,2,,KOOLFEVER BABY,KOOLFEVER BABY,4737,0,6500,20,2028-02-07,,2024-01-04 16:01:31,2025-12-24 21:24:42,,,,,,,,,,,,
414,4,,COROSOB,COROSOB,3000,0,6000,4,,,2024-01-04 16:01:31,2025-12-31 21:29:24,175342,414,2025-12-31 21:29:24,4,0,2025-12-31 21:29:24,2025-12-31 21:29:24,,,0,4,Perubahan Stok Manual: SO
415,2,,KOYO CABE,KOYO CABE,10470,0,12500,16,2029-08-08,1520812,2024-01-04 16:01:31,2025-12-23 23:29:01,,,,,,,,,,,,
416,4,,KULDON,KULDON,2112,0,3000,2,2028-05-06,8C001E25,2024-01-04 16:01:31,2025-12-31 19:42:27,175133,416,2025-12-31 19:42:27,0,3,2025-12-31 19:42:27,2025-12-31 19:42:27,,,5,2,Perubahan Stok Manual: SO
417,1,,LACOLDIN SYR,LACOLDIN SYR,30053,0,36000,2,2027-07-01,48025,2024-01-04 16:01:31,2025-11-08 18:52:22,,,,,,,,,,,,
418,5,,LACOLDIN TAB,LACOLDIN TAB,2636,0,3200,20,2027-02-28,7115,2024-01-04 16:01:31,2025-12-16 00:02:01,,,,,,,,,,,,
419,2,,LACTACYD BABY,LACTACYD BABY,28105,0,32500,1,2028-02-04,FVH0357,2024-01-04 16:01:31,2025-12-31 20:44:14,175247,419,2025-12-31 20:44:14,1,0,2025-12-31 20:44:14,2025-12-31 20:44:14,,,0,1,Perubahan Stok Manual: SO
420,2,,LACTACYD FEMINIM,LACTACYD FEMINIM,23416,0,29000,2,2027-08-06,,2024-01-04 16:01:31,2025-12-31 20:44:23,175248,420,2025-12-31 20:44:23,2,0,2025-12-31 20:44:23,2025-12-31 20:44:23,,,0,2,Perubahan Stok Manual: SO
421,2,,LACTO-B,LACTO-B,8277,0,10000,9,2027-07-05,IN0Z05,2024-01-04 16:01:31,2025-12-31 20:58:51,175278,421,2025-12-31 20:58:51,11,0,2025-12-31 20:58:51,2025-12-31 20:58:51,,,0,11,Perubahan Stok Manual: SO
422,1,,APIALYS SYR,APIALYS SYR,42180,0,51000,1,2027-05-07,3Q185,2024-01-04 16:01:31,2025-12-17 16:23:35,,,,,,,,,,,,
423,6,,LAFALOS PLUS,LAFALOS PLUS,16000,0,20000,0,,,2024-01-04 16:01:31,2024-01-04 16:01:31,,,,,,,,,,,,
424,1,,LAGESIL SYR,LAGESIL SYR,36907,0,42500,0,2027-08-02,15125,2024-01-04 16:01:31,2025-12-17 17:22:07,,,,,,,,,,,,
425,5,,LAGESIL TAB,LAGESIL TAB,950,0,2250,0,2026-04-07,,2024-01-04 16:01:31,2025-09-08 23:42:05,,,,,,,,,,,,
426,5,,LANADEXON,LANADEXON,128,0,200,0,2026-10-10,,2024-01-04 16:01:31,2025-08-22 10:45:41,,,,,,,,,,,,
427,4,,LANCAR ASI,LANCAR ASI,9341,0,11000,6,2030-05-08,2505BC01,2024-01-04 16:01:31,2026-01-02 18:34:36,175139,427,2025-12-31 19:44:49,6,0,2025-12-31 19:44:49,2025-12-31 19:44:49,,,0,6,Perubahan Stok Manual: SO
428,5,,LANSOPRAZOLE,LANSOPRAZOLE,550,0,1000,70,2027-12-07,4178080,2024-01-04 16:01:31,2026-01-03 01:18:03,,,,,,,,,,,,
429,5,,LAPISIV-T,LAPISIV-T,2109,0,2500,20,2027-05-07,6419,2024-01-04 16:01:31,2025-12-31 21:54:28,175375,429,2025-12-31 21:54:28,0,60,2025-12-31 21:54:28,2025-12-31 21:54:28,,,80,20,Perubahan Stok Manual: SO
430,5,,LAPISTAN,LAPISTAN,1394,0,2100,20,2026-07-07,,2024-01-04 16:01:31,2026-01-01 00:29:03,,,,,,,,,,,,
431,1,,LASERIN MADU 30ML,LASERIN MADU 30ML,6331,0,7500,2,2028-12-05,2412AD01,2024-01-04 16:01:31,2025-12-31 19:17:55,175085,431,2025-12-31 19:17:55,0,2,2025-12-31 19:17:55,2025-12-31 19:17:55,,,4,2,Perubahan Stok Manual: SO
432,1,,LASERIN MADU 60ML,LASERIN MADU 60ML,12254,0,14500,2,2029-09-08,2509AB01,2024-01-04 16:01:31,2025-12-31 19:18:46,175086,432,2025-12-31 19:18:46,0,1,2025-12-31 19:18:46,2025-12-31 19:18:46,,,3,2,Perubahan Stok Manual: SO
433,1,,LASERIN SYR 110ML,LASERIN SYR 110ML,22977,0,26500,3,2029-04-19,2503AC04,2024-01-04 16:01:31,2025-12-31 19:12:35,175074,433,2025-12-31 19:12:35,0,2,2025-12-31 19:12:35,2025-12-31 19:12:35,,,5,3,Perubahan Stok Manual: SO
434,1,,LASERIN SYR 30 mL,LASERIN SYR 30 mL,6331,0,7500,7,2029-10-02,2503AA04,2024-01-04 16:01:31,2025-12-31 19:12:08,175073,434,2025-12-31 19:12:08,0,4,2025-12-31 19:12:08,2025-12-31 19:12:08,,,12,8,Perubahan Stok Manual: SO
435,1,,LASERIN SYR 60ML,LASERIN SYR 60ML,12765,0,15000,8,2029-10-01,2506AB01,2024-01-04 16:01:31,2025-12-26 02:44:42,,,,,,,,,,,,
436,5,,LATIBET,LATIBET,170,0,300,0,2025-09-09,,2024-01-04 16:01:31,2025-07-04 13:53:52,,,,,,,,,,,,
437,1,,LAXADIN SYR 60ML,LAXADIN SYR 60ML,42845,0,50000,0,2027-07-07,,2024-01-04 16:01:31,2025-09-09 02:17:46,,,,,,,,,,,,
438,2,,LAXING S'4,LAXING,3126,0,4000,0,2025-05-04,,2024-01-04 16:01:31,2025-10-29 17:49:31,,,,,,,,,,,,
439,2,,L-BIO,L-BIO,9490,0,11500,21,2027-03-07,O0515,2024-01-04 16:01:31,2025-12-16 03:13:54,,,,,,,,,,,,
440,4,,LELAP,LELAP,15096,0,17500,4,2027-04-15,25C0145,2024-01-04 16:01:31,2025-10-08 22:02:39,,,,,,,,,,,,
441,1,,LERZIN SYR,LERZIN SYR,6018,0,8000,7,2029-09-07,TN01X,2024-01-04 16:01:31,2025-12-31 22:00:31,175389,441,2025-12-31 22:00:31,0,2,2025-12-31 22:00:31,2025-12-31 22:00:31,,,9,7,Perubahan Stok Manual: SO
442,5,,LERZIN TAB,LERZIN TAB,387,0,600,40,2027-07-01,JK018,2024-01-04 16:01:31,2026-01-01 00:26:43,,,,,,,,,,,,
443,5,,LEVOFLOXACIN,LEVOFLOXACIN,923,0,1500,0,2025-09-09,,2024-01-04 16:01:31,2025-06-30 12:15:08,,,,,,,,,,,,
444,5,,LICOKALK,LICOKALK,232,0,350,160,2030-08-01,HRC026071,2024-01-04 16:01:31,2026-01-01 00:27:31,,,,,,,,,,,,
445,5,,LICOSTAN,LICOSTAN,331,0,450,110,2028-06-11,FRC028036,2024-01-04 16:01:31,2026-01-01 00:28:49,,,,,,,,,,,,
446,2,,LION HEAD B,LION HEAD B,19536,0,23500,3,2029-04-27,2504CE,2024-01-04 16:01:31,2025-10-08 21:45:56,,,,,,,,,,,,
447,2,,LION HEAD K,LION HEAD K,10285,0,14000,3,2028-09-07,2489BC,2024-01-04 16:01:31,2025-12-31 21:24:45,175329,447,2025-12-31 21:24:45,3,0,2025-12-31 21:24:45,2025-12-31 21:24:45,,,0,3,Perubahan Stok Manual: SO
448,2,,LISTERINE COOLMINT 100mL,LISTERINE COOLMINT 100mL,7961,0,9500,1,2028-03-05,82450000000,2024-01-04 16:01:31,2025-12-31 20:26:16,175239,448,2025-12-31 20:26:16,0,1,2025-12-31 20:26:16,2025-12-31 20:26:16,,,2,1,Perubahan Stok Manual: SO
449,2,,LISTERINE COOLMINT 250mL,LISTERINE COOLMINT 250mL,19030,0,23500,1,2028-05-06,246E025V,2024-01-04 16:01:31,2025-12-31 20:26:09,175238,449,2025-12-31 20:26:09,0,1,2025-12-31 20:26:09,2025-12-31 20:26:09,,,2,1,Perubahan Stok Manual: SO
450,2,,LISTERINE GREENTEA 100mL,LISTERINE GREENTEA 100mL,8660,0,10500,1,2028-06-24,B285E010V,2024-01-04 16:01:31,2025-12-31 20:26:02,175237,450,2025-12-31 20:26:02,0,1,2025-12-31 20:26:02,2025-12-31 20:26:02,,,2,1,Perubahan Stok Manual: SO
451,2,,LISTERINE GREENTEA 250mL,LISTERINE GREENTEA 250mL,21859,0,25500,4,2028-06-27,B286E012,2024-01-04 16:01:31,2025-12-31 20:25:52,175236,451,2025-12-31 20:25:52,0,1,2025-12-31 20:25:52,2025-12-31 20:25:52,,,5,4,Perubahan Stok Manual: SO
452,4,,LIVRON B-IPLEX,LIVRON B-IPLEX,2805,0,3500,0,,,2024-01-04 16:01:31,2025-09-24 05:54:14,,,,,,,,,,,,
453,5,,DIABETASOL GULA,DIABETASOL GULA,250,0,35000,0,2026-06-04,,2024-01-04 16:01:31,2025-07-04 16:29:59,,,,,,,,,,,,
454,5,,LODECON FORTE,LODECON FORTE,455,0,600,130,2027-08-16,TLDFH5143,2024-01-04 16:01:31,2025-12-31 21:57:04,175381,454,2025-12-31 21:57:04,0,10,2025-12-31 21:57:04,2025-12-31 21:57:04,,,140,130,Perubahan Stok Manual: SO
455,5,,LODIA,LODIA,1276,0,1500,100,2027-10-11,FK2640,2024-01-04 16:01:31,2026-01-01 00:27:46,,,,,,,,,,,,
456,2,,LOMATUL,LOMATUL,16538,0,20000,6,2029-06-06,2431312217,2024-01-04 16:01:31,2025-12-31 20:07:16,175188,456,2025-12-31 20:07:16,0,2,2025-12-31 20:07:16,2025-12-31 20:07:16,,,8,6,Perubahan Stok Manual: SO
457,5,,LOPAMID,LOPAMID,245,0,350,180,2027-05-10,5145003,2024-01-04 16:01:31,2026-01-01 00:27:03,,,,,,,,,,,,
458,5,,LORATADIN,LORATADIN,157,0,350,300,2027-06-02,231203331,2024-01-04 16:01:31,2026-01-01 00:10:05,,,,,,,,,,,,
459,1,,LOSTACEF SYR,LOSTACEF SYR,6904,0,12000,0,2027-09-07,,2024-01-04 16:01:31,2025-11-05 23:53:21,,,,,,,,,,,,
460,5,,LOSTACEF TAB,LOSTACEF TAB,1012,0,1300,100,2029-06-15,ES04G,2024-01-04 16:01:31,2026-01-01 00:27:15,,,,,,,,,,,,
461,2,,M.KAPAK 10mL,M KAPAK 10mL,15041,0,18000,13,2029-09-14,1140956,2024-01-04 16:01:31,2025-12-31 19:52:29,175146,461,2025-12-31 19:52:29,0,2,2025-12-31 19:52:29,2025-12-31 19:52:29,,,15,13,Perubahan Stok Manual: SO
462,2,,M.KAPAK 14mL,M KAPAK 14mL,21420,0,25000,5,2029-09-08,11409955,2024-01-04 16:01:31,2025-12-31 19:52:41,175147,462,2025-12-31 19:52:41,0,2,2025-12-31 19:52:41,2025-12-31 19:52:41,,,7,5,Perubahan Stok Manual: SO
463,2,,M.KAPAK 28mL,M KAPAK 28mL,36616,0,47000,3,2030-06-05,1150630,2024-01-04 16:01:31,2025-12-31 19:52:53,175148,463,2025-12-31 19:52:53,1,0,2025-12-31 19:52:53,2025-12-31 19:52:53,,,2,3,Perubahan Stok Manual: SO
464,2,,M.KAPAK 3mL,M KAPAK 3mL,5738,0,7500,3,2030-01-07,1150101,2024-01-04 16:01:31,2025-12-31 19:51:54,175144,464,2025-12-31 19:51:54,2,0,2025-12-31 19:51:54,2025-12-31 19:51:54,,,1,3,Perubahan Stok Manual: SO
465,2,,M.KAPAK 54mL,M KAPAK 54mL,57634,0,85500,2,,,2024-01-04 16:01:31,2025-12-31 19:53:27,175149,465,2025-12-31 19:53:27,2,0,2025-12-31 19:53:27,2025-12-31 19:53:27,,,0,2,Perubahan Stok Manual: SO
466,2,,M.KAPAK 5mL,M KAPAK 5mL,9941,0,13000,9,2030-01-13,1150105,2024-01-04 16:01:31,2025-12-31 19:52:10,175145,466,2025-12-31 19:52:10,3,0,2025-12-31 19:52:10,2025-12-31 19:52:10,,,6,9,Perubahan Stok Manual: SO
467,2,,M. IKAN S'100,M. IKAN S'100,16875,0,23000,3,,,2024-01-04 16:01:31,2026-01-02 18:33:09,,,,,,,,,,,,
468,2,,M. IKAN S'50,M. IKAN S'50,10000,0,12000,2,,,2024-01-04 16:01:31,2026-01-02 18:33:29,,,,,,,,,,,,
469,1,,M. TELON GAJAH 30ml,M. TELON GAJAH 30ml,8578,0,10000,1,2029-03-09,5620006T,2024-01-04 16:01:31,2025-12-11 02:29:49,,,,,,,,,,,,
470,1,,M. TELON GAJAH 60ml,M. TELON GAJAH 60ml,15641,0,18000,4,2029-08-02,56300111,2024-01-04 16:01:31,2025-12-26 19:53:03,,,,,,,,,,,,
471,2,,M.1001,M.1001,2300,0,4000,0,2029-08-05,82401,2024-01-04 16:01:31,2025-09-08 04:38:53,,,,,,,,,,,,
472,2,,M.BERUANG,M.BERUANG,13500,0,16000,0,2027-09-06,,2024-01-04 16:01:31,2025-07-03 12:22:22,,,,,,,,,,,,
473,1,,M.TAWON CC,M.TAWON CC,21275,0,24500,12,2029-12-08,24121,2024-01-04 16:01:31,2026-01-01 23:58:49,175321,473,2025-12-31 21:21:32,0,2,2025-12-31 21:21:32,2025-12-31 21:21:32,,,5,3,Perubahan Stok Manual: SO
474,1,,M.TAWON DD,M.TAWON DD,28205,0,34000,6,2029-09-09,24081,2024-01-04 16:01:31,2025-12-31 21:21:22,175320,474,2025-12-31 21:21:22,0,5,2025-12-31 21:21:22,2025-12-31 21:21:22,,,11,6,Perubahan Stok Manual: SO
475,1,,M.TAWON EE,M.TAWON EE,46990,0,54500,1,2030-01-08,25012,2024-01-04 16:01:31,2025-12-31 21:21:06,175319,475,2025-12-31 21:21:06,0,1,2025-12-31 21:21:06,2025-12-31 21:21:06,,,2,1,Perubahan Stok Manual: SO
476,1,,M.TAWON FF,M.TAWON FF,66378,0,76500,1,2030-06-25,25012,2024-01-04 16:01:31,2025-12-03 01:21:01,,,,,,,,,,,,
477,2,,M.TELON KONICARE 30ml,M.TELON KONICARE 30ml,11053,0,13000,2,,,2024-01-04 16:01:31,2025-12-31 19:59:13,175165,477,2025-12-31 19:59:13,2,0,2025-12-31 19:59:13,2025-12-31 19:59:13,,,0,2,Perubahan Stok Manual: SO
478,2,,M.TELON KONICARE 60ml,M.TELON KONICARE 60ml,18698,0,22000,2,,,2024-01-04 16:01:31,2025-12-31 19:59:27,175167,478,2025-12-31 19:59:27,2,0,2025-12-31 19:59:27,2025-12-31 19:59:27,,,0,2,Perubahan Stok Manual: SO
479,2,,M.TELON KONICARE PLUS 30ml,M.TELON KONICARE PLUS 30ml,12697,0,15000,3,,,2024-01-04 16:01:31,2025-12-31 19:57:55,175159,479,2025-12-31 19:57:55,3,0,2025-12-31 19:57:55,2025-12-31 19:57:55,,,0,3,Perubahan Stok Manual: SO
480,2,,M.TELON KONICARE PLUS 60ml,M.TELON KONICARE PLUS 60ml,22318,0,26000,3,2028-08-07,25A28,2024-01-04 16:01:31,2025-12-10 21:25:58,,,,,,,,,,,,
481,1,,M.TELON LANG 100mL,M.TELON LANG 100mL,23868,0,28500,2,,,2024-01-04 16:01:31,2025-12-31 20:00:51,175171,481,2025-12-31 20:00:51,2,0,2025-12-31 20:00:51,2025-12-31 20:00:51,,,0,2,Perubahan Stok Manual: SO
482,1,,M.TELON LANG 15mL,M.TELON LANG 15mL,4904,0,6000,4,,,2024-01-04 16:01:31,2025-12-31 20:00:28,175169,482,2025-12-31 20:00:28,4,0,2025-12-31 20:00:28,2025-12-31 20:00:28,,,0,4,Perubahan Stok Manual: SO
483,1,,M.TELON LANG 30mL,M.TELON LANG 30mL,8157,0,10000,4,2030-08-09,PD00802,2024-01-04 16:01:31,2025-12-06 02:27:39,,,,,,,,,,,,
484,1,,M.TELON LANG 60mL,M.TELON LANG 60mL,14319,0,18000,4,2030-09-20,PD00901,2024-01-04 16:01:31,2025-12-06 02:23:49,,,,,,,,,,,,
485,1,,M.TELON LANG PLUS 100mL,M.TELON LANG PLUS 100mL,25252,0,30500,1,,,2024-01-04 16:01:31,2025-12-31 20:01:06,175172,485,2025-12-31 20:01:06,1,0,2025-12-31 20:01:06,2025-12-31 20:01:06,,,0,1,Perubahan Stok Manual: SO
